REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,GEO,GEO_LABEL,TIME_PERIOD,VALUE
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,2049.985
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,1400.157
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,509.033
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,891.124
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,1778.984
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,620.122
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,1158.861
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,81.466
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,16.461
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,65.005
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,39.541
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,8.095
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,31.447
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,41.925
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,8.367
CHL,Chile,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,33.559
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,128.991
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,28.191
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,100.801
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,37.012
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,5.8
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,31.212
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,91.98
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,22.391
COL,Colombia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,69.589
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2021,10.506
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2021,2.644
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2021,7.862
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2021,7.727
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2021,2.255
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2021,5.473
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2021,2.778
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2021,
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2021,2.389
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_X,Not elsewhere classified,2023,6.548
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_X,Not elsewhere classified,2023,4.545
PER,Peru,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_X,Not elsewhere classified,2023,2.003
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,13.462
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,0.688
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,12.773
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,4.267
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,0.146
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,4.121
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,9.194
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,0.542
URY,Uruguay,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,8.652
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,200.756
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,25.88
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,174.877
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,130.734
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,17.556
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,113.178
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,70.022
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,8.324
USA,United States of America,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,61.699
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2023,319.517
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2023,117.356
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2023,202.161
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2023,231.331
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2023,84.461
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2023,146.87
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2023,88.186
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2023,32.895
IDN,Indonesia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2023,55.291
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,928.969
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,121.511
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,807.458
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,536.578
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,72.172
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,464.407
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,392.391
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,49.34
KOR,Republic of Korea,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,343.051
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2023,249.031
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2023,86.26
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2023,96.006
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2023,166.939
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2023,54.826
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2023,64.906
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2023,82.092
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2023,31.435
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2023,31.1
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_X,Not elsewhere classified,2023,66.765
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_X,Not elsewhere classified,2023,47.207
PHL,Philippines,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_X,Not elsewhere classified,2023,19.558
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,5.069
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,2.15
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,2.919
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,3.885
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,1.712
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,2.173
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,1.184
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,0.745
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_X,Not elsewhere classified,2022,3.935
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_X,Not elsewhere classified,2022,2.323
VNM,Viet Nam,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_X,Not elsewhere classified,2022,1.612
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,904.397
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,466.602
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,437.795
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,187.463
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,85.96
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,101.503
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,716.934
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,380.642
EGY,Egypt,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,336.292
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2016,282.139
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2016,123.438
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2016,158.701
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2016,123.739
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2016,67.49
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2016,56.249
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2016,158.4
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2016,55.948
KEN,Kenya,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2016,102.451
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2019,1334.037
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2019,699.493
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2019,634.544
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2019,530.581
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2019,246.892
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2019,283.688
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2019,803.456
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2019,452.601
NGA,Nigeria,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2019,350.856
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,3274.494
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,386.876
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,377.025
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,1501.031
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,172.057
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,173.487
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,1773.463
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,214.819
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,203.538
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_X,Not elsewhere classified,2024,2510.593
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_X,Not elsewhere classified,2024,1155.488
ZAF,South Africa,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_X,Not elsewhere classified,2024,1355.106
