REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,HOW,HOW_LABEL,TIME_PERIOD,VALUE
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,1.559
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,15.113
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,14.589
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,3.943
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,202.444
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,36.567
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,188.778
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,8.292
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,1.19
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,12.108
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,14.436
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,4.464
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,133.624
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,8.717
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_X,Not elsewhere classified,2024,23.186
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_X,Not elsewhere classified,2024,17.239
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_X,Not elsewhere classified,2024,5.946
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,807.461
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,87.56
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,14.948
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2024,67.659
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2024,81.244
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2024,106.413
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2024,353.456
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2024,56.495
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_X,Not elsewhere classified,2024,39.686
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2024,458.141
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2024,37.241
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,7.94
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,33.959
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,46.677
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,48.957
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,221.97
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,38.158
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_X,Not elsewhere classified,2024,23.24
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,349.32
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,50.319
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,7.009
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,33.7
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,34.568
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,57.456
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,131.486
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,18.337
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_X,Not elsewhere classified,2024,16.446
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,1223.672
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,60.304
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,63.428
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2024,211.928
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2024,141.4
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2024,109.622
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2024,496.722
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2024,134.577
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_X,Not elsewhere classified,2024,5.692
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2024,646.355
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2024,25.835
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,20.94
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,76.185
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,64.956
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,52.908
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,310.104
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,93.293
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_X,Not elsewhere classified,2024,
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,577.317
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,34.469
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,42.488
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,135.743
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,76.444
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,56.714
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,186.619
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,41.284
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_X,Not elsewhere classified,2024,3.557
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,9405.903
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,261.74
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,199.534
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2024,731.093
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2024,787.397
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2024,542.415
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2024,6115.564
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2024,768.16
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2024,4997.278
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2024,112.093
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,81.175
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,305.741
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,338.191
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,179.272
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,3493.962
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,486.845
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,4408.625
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,149.647
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,118.36
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,425.353
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,449.206
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,363.143
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,2621.601
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,281.315
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2017,1546.792
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2017,25.514
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2017,73.757
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2017,99.037
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2017,62.414
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2017,41.594
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2017,801.134
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2017,443.343
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2017,1075.705
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2017,17.294
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2017,41.737
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2017,56.861
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2017,41.1
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2017,26.103
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2017,549.017
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2017,343.595
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2017,471.087
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2017,8.22
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2017,32.02
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2017,42.176
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2017,21.314
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2017,15.491
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2017,252.117
COL,Colombia,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2017,99.749
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,3923.341
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,84.503
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,116.73
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2024,280.698
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2024,233.091
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2024,240.441
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2024,2161.337
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2024,764.742
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2024,2452.281
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2024,45.795
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,67.799
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,144.679
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,123.384
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,118.781
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,1348.39
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,573.267
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,1471.06
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,38.708
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,48.931
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,136.019
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,109.707
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,121.661
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,812.947
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,191.475
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_X,Not elsewhere classified,2024,41.799
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_X,Not elsewhere classified,2024,30.186
MEX,Mexico,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_X,Not elsewhere classified,2024,11.613
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,1033.7
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,42.028
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,54.339
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H15-29,15-29,2024,89.622
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H30-34,30-34,2024,74.788
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H35-39,35-39,2024,138.666
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H40-48,40-48,2024,469.56
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_HGE49,49+,2024,164.698
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_TOTAL,Total,2024,632.96
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H00,No hours actually worked,2024,21.062
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H01-14,1-14,2024,32.173
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H15-29,15-29,2024,51.618
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H30-34,30-34,2024,37.136
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H35-39,35-39,2024,50.691
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_H40-48,40-48,2024,319.017
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_HGE49,49+,2024,121.264
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_TOTAL,Total,2024,400.74
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H00,No hours actually worked,2024,20.966
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H01-14,1-14,2024,22.165
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H15-29,15-29,2024,38.005
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H30-34,30-34,2024,37.652
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H35-39,35-39,2024,87.975
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_H40-48,40-48,2024,150.544
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_HGE49,49+,2024,43.434
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_X,Not elsewhere classified,2023,515.264
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,HOW_BANDS_X,Not elsewhere classified,2023,317.239
PER,Peru,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,HOW_BANDS_X,Not elsewhere classified,2023,198.025
URY,Uruguay,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_TOTAL,Total,2024,158.53
URY,Uruguay,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H00,No hours actually worked,2024,12.089
URY,Uruguay,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,HOW_BANDS_H01-14,1-14,2024,5.225
