image_name,label,aesthetic_score,face_box,person_box
Accountant_000402_9c9c58.png,Accountant,4.559,"[198, 108, 252, 182]","[138, 92, 332, 511]"
Accountant_000403_c4240b.png,Accountant,3.377,"[118, 76, 174, 149]","[35, 52, 302, 477]"
Accountant_000404_3ae728.png,Accountant,3.713,"[231, 50, 266, 99]","[187, 37, 317, 498]"
Accountant_000405_8b37f8.png,Accountant,4.531,"[210, 66, 268, 152]","[133, 47, 338, 511]"
Accountant_000406_cdf40c.png,Accountant,4.853,"[259, 57, 294, 99]","[188, 44, 348, 458]"
Accountant_000407_7142c0.png,Accountant,4.937,"[77, 69, 165, 184]","[0, 49, 256, 511]"
Accountant_000408_fc2397.png,Accountant,4.175,"[178, 125, 238, 204]","[63, 112, 298, 511]"
Accountant_000410_086136.png,Accountant,4.351,"[158, 56, 189, 101]","[102, 41, 229, 451]"
Accountant_000412_802e1d.png,Accountant,4.695,"[249, 82, 287, 136]","[186, 65, 352, 498]"
Accountant_000413_5aa35e.png,Accountant,4.044,"[186, 96, 218, 142]","[98, 86, 262, 481]"
Accountant_000415_3514cb.png,Accountant,3.903,"[224, 40, 305, 150]","[141, 17, 424, 511]"
Accountant_000416_97c6b7.png,Accountant,4.947,"[208, 32, 248, 91]","[149, 19, 358, 495]"
Accountant_000417_225956.png,Accountant,3.764,"[239, 46, 274, 91]","[199, 32, 314, 473]"
Accountant_000418_516f46.png,Accountant,4.39,"[240, 114, 282, 175]","[172, 102, 330, 511]"
Accountant_000419_cf0e51.png,Accountant,3.512,"[209, 0, 259, 34]","[154, 0, 330, 511]"
Accountant_000420_0358f8.png,Accountant,4.593,"[128, 27, 180, 95]","[58, 3, 250, 511]"
Accountant_000422_99856a.png,Accountant,3.566,"[206, 43, 306, 181]","[102, 6, 437, 511]"
Accountant_000423_23cb18.png,Accountant,5.043,"[202, 102, 239, 154]","[172, 92, 313, 503]"
Accountant_000424_fb13e9.png,Accountant,4.434,"[366, 86, 451, 208]","[268, 52, 511, 510]"
Accountant_000426_4ed573.png,Accountant,4.626,"[178, 24, 276, 167]","[1, 0, 461, 511]"
Accountant_000430_3c74fc.png,Accountant,4.034,"[189, 71, 276, 189]","[81, 48, 400, 511]"
Accountant_000433_057d78.png,Accountant,4.429,"[121, 39, 161, 93]","[59, 27, 214, 510]"
Accountant_000436_e9f63b.png,Accountant,4.922,"[212, 160, 244, 199]","[168, 144, 287, 511]"
